trace,label,cause,evelabel
"enter billing details , last name , phone , title , city , address , postcode , first name , state",normal,,[0 0 0 0 0 0 0 0 0]
"property survey , search property title , check customer credit history",normal,,[0 0 0]
"search property title , property survey , check customer credit history",normal,,[0 0 0]
"property survey , check customer credit history , search property title",normal,,[0 0 0]
"check customer credit history , property survey , search property title",normal,,[0 0 0]
"check customer credit history , search property title , property survey",normal,,[0 0 0]
"search property title , check customer credit history , property survey",normal,,[0 0 0]
"check hardware , repair computer",normal,,[0 0]
"check hardware , check software",normal,,[0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , bf check , generate corp reports for fma , calculate rwa , generate rwa reports for fma , unlock user for context ho , report via custom sql , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , bf check , calculate rwa , generate rwa reports for fma , generate corp reports for fma , unlock user for context ho , report via custom sql , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , bf check , generate corp reports for fma , calculate rwa , generate rwa reports for fma , unlock user for context ho , run frm reports , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , bf check , define parametrization , calculate ead , technical check , bf check , generate corp reports for fma , calculate rwa , generate rwa reports for fma , unlock user for context ho , run frm reports , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , calculate ead , technical check , bf check , generate corp reports for fma , calculate rwa , generate rwa reports for fma , unlock user for context ho , report via custom sql , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , bf check , calculate rwa , generate corp reports for fma , generate rwa reports for fma , unlock user for context ho , run frm reports , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , bf check , define parametrization , calculate ead , technical check , bf check , calculate rwa , generate corp reports for fma , generate rwa reports for fma , unlock user for context ho , run frm reports , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , calculate ead , technical check , bf check , calculate rwa , generate corp reports for fma , generate rwa reports for fma , unlock user for context ho , run frm reports , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , calculate ead , technical check , bf check , calculate rwa , generate rwa reports for fma , generate corp reports for fma , unlock user for context ho , report via custom sql , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , bf check , calculate rwa , generate rwa reports for fma , generate corp reports for fma , unlock user for context ho , run frm reports , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , bf check , define parametrization , calculate ead , technical check , bf check , generate corp reports for fma , calculate rwa , generate rwa reports for fma , unlock user for context ho , report via custom sql , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , bf check , define parametrization , calculate ead , technical check , bf check , calculate rwa , generate rwa reports for fma , generate corp reports for fma , unlock user for context ho , run frm reports , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , bf check , calculate rwa , generate corp reports for fma , generate rwa reports for fma , unlock user for context ho , report via custom sql , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , calculate ead , technical check , bf check , calculate rwa , generate corp reports for fma , generate rwa reports for fma , unlock user for context ho , report via custom sql , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , bf check , define parametrization , calculate ead , technical check , bf check , calculate rwa , generate rwa reports for fma , generate corp reports for fma , unlock user for context ho , report via custom sql , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , bf check , define parametrization , calculate ead , technical check , bf check , calculate rwa , generate corp reports for fma , generate rwa reports for fma , unlock user for context ho , report via custom sql , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , calculate ead , technical check , bf check , calculate rwa , generate rwa reports for fma , generate corp reports for fma , unlock user for context ho , run frm reports , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0]
"install local calculation setup , receive rbsg data from local ho , calculate ead , technical check , calculate ead , technical check , bf check , generate corp reports for fma , calculate rwa , generate rwa reports for fma , unlock user for context ho , run frm reports , present board",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0]
"entry form stapled , Enters Entry Form Information , Sorting Invoices , Completeness , Compliance",normal,,[0 0 0 0 0]
"go to popcorn counter , buy popcorn , auditorium",normal,,[0 0 0]
"go to popcorn counter , buy ben jerrys , auditorium",normal,,[0 0 0]
"enter ticket counter , choose movie , watch movie",normal,,[0 0 0]
"auditorium , take seat , put on glasses , enjoy movie",normal,,[0 0 0 0]
"select movie , evaluate movies , choose movie , buy ticket",normal,,[0 0 0 0]
"go to popcorn counter , buy drinks , auditorium",normal,,[0 0 0]
"auditorium , put on glasses , take seat , enjoy movie",normal,,[0 0 0 0]
"verify the rfq , produces cost estimates , adding overhead cost , generate pricing options , review pricing options and generate code",normal,,[0 0 0 0 0]
"review the vendors , send the rfq , review the sales quote",normal,,[0 0 0]
"verify the rfq , communicate with the customer , verify the rfq , produces cost estimates , adding overhead cost , generate pricing options , review pricing options and generate code",normal,,[0 0 0 0 0 0 0]
"register request , record data , find available car",normal,,[0 0 0]
"register request , record data , find available car , check driver license insurance , send bill , send papers , schedule car , customer survey",normal,,[0 0 0 0 0 0 0 0]
"register request , record data , find available car , damage insurance , schedule car , send papers , send bill , customer survey",normal,,[0 0 0 0 0 0 0 0]
"register request , record data , find available car , record data , find available car , damage insurance , send bill , send papers , schedule car , customer survey",normal,,[0 0 0 0 0 0 0 0 0 0]
"register request , record data , find available car , damage insurance , send bill , send papers , schedule car , customer survey",normal,,[0 0 0 0 0 0 0 0]
"register request , record data , find available car , record data , find available car , check driver license insurance , send papers , schedule car , send bill , customer survey",normal,,[0 0 0 0 0 0 0 0 0 0]
"register request , record data , find available car , liability insurance , send papers , schedule car , send bill , customer survey",normal,,[0 0 0 0 0 0 0 0]
"register request , record data , find available car , record data , find available car , check driver license insurance , schedule car , send papers , send bill , customer survey",normal,,[0 0 0 0 0 0 0 0 0 0]
"register request , record data , find available car , damage insurance , schedule car , send bill , send papers , customer survey",normal,,[0 0 0 0 0 0 0 0]
"register request , record data , find available car , record data , find available car , check driver license insurance , send papers , send bill , schedule car , customer survey",normal,,[0 0 0 0 0 0 0 0 0 0]
"register request , record data , find available car , record data , find available car , check driver license insurance , schedule car , send bill , send papers , customer survey",normal,,[0 0 0 0 0 0 0 0 0 0]
"register request , record data , find available car , liability insurance , schedule car , send papers , send bill , customer survey",normal,,[0 0 0 0 0 0 0 0]
"register request , record data , find available car , record data , find available car",normal,,[0 0 0 0 0]
"register request , record data , find available car , check driver license insurance , schedule car , send bill , send papers , customer survey",normal,,[0 0 0 0 0 0 0 0]
"register request , record data , find available car , damage insurance , send papers , send bill , schedule car , customer survey",normal,,[0 0 0 0 0 0 0 0]
"register request , record data , find available car , record data , find available car , damage insurance , send papers , schedule car , send bill , customer survey",normal,,[0 0 0 0 0 0 0 0 0 0]
